image_id,source_identity,source_dataset,source_id,site_id,camera_id,timestamp,group_id,polarity,split,image_path,label_path,cohort,source_sha256,decoded_sha256,phash,annotation_count,classes_present,review_status,task_id
open-images-test-06a7e15f0bde2a2e,open_images:test:06a7e15f0bde2a2e,open_images,06a7e15f0bde2a2e,,,,duplicate-ba4ddb176045e93eaaa6,positive,train,images/train/open-images-test-06a7e15f0bde2a2e.jpg,labels/train/open-images-test-06a7e15f0bde2a2e.txt,public_v2,fd51d3533b692d03d129563a206448d52c033d87363befc87692a7e0f7a81472,21d5b204a168a0389c70a7d1a51bf06ffa612ca85426a0f345c70d1513c747a0,f3330ccd5324a373,2,person,source_verified,
open-images-test-0773e6e53ed0c9a2,open_images:test:0773e6e53ed0c9a2,open_images,0773e6e53ed0c9a2,,,,duplicate-05fdb6afe313afbd22d5,positive,train,images/train/open-images-test-0773e6e53ed0c9a2.jpg,labels/train/open-images-test-0773e6e53ed0c9a2.txt,public_v2,dd4d9ca590987f9fd93c34535bc69e3a30e2c25d4d7d195b36d5b5a6a9da3459,13c4322e9865e4ee062d82f40c7e4cc7d67da6cb0d993d59136467ef2d9cbcd0,cc44ecedd95b1c09,1,car,source_verified,
open-images-test-0815c84abc90de72,open_images:test:0815c84abc90de72,open_images,0815c84abc90de72,,,,duplicate-f3a2ec27412e156d97e7,positive,train,images/train/open-images-test-0815c84abc90de72.jpg,labels/train/open-images-test-0815c84abc90de72.txt,public_v2,9a296eb56e5fcfeedcbff32e467819fbbe259f536ec0dee2da74a8346db20e67,11c4e8b6e7dc178a2f97edfb6c9323e076e1b61e8a81f203dcc4565c16fbbe29,dfc7a29080515f4f,9,person,source_verified,
open-images-test-08360cb5ad873a7d,open_images:test:08360cb5ad873a7d,open_images,08360cb5ad873a7d,,,,duplicate-07472924eaf3be53163c,positive,train,images/train/open-images-test-08360cb5ad873a7d.jpg,labels/train/open-images-test-08360cb5ad873a7d.txt,public_v2,de2caf924e0fc481e0dc38eb1e9e5e6e92178a540f6aa82209480b90bbc55c9e,596172d6c01cb74c764c174322690e1e157204886b053ac677512e85972df644,c36b8e7e3434c383,2,bicycle;person,source_verified,
open-images-test-087c44da858b47da,open_images:test:087c44da858b47da,open_images,087c44da858b47da,,,,duplicate-480e5595fad969f8bb39,positive,train,images/train/open-images-test-087c44da858b47da.jpg,labels/train/open-images-test-087c44da858b47da.txt,public_v2,d9a0c65b9e499efccc573ab56d3b7e9c2d6ab42175295b7f62e50ca0cd3c1ffc,97b2d4bc59b1b04334a3ef127282e9e522f85c2925228fe22938a9ed7bc6eaa8,88ed779242b5ad46,4,car;person;truck,source_verified,
open-images-test-0a006f8f53abe6f3,open_images:test:0a006f8f53abe6f3,open_images,0a006f8f53abe6f3,,,,duplicate-799aa9aecb02e40d97f0,positive,val,images/val/open-images-test-0a006f8f53abe6f3.jpg,labels/val/open-images-test-0a006f8f53abe6f3.txt,public_v2,047203043a38bc088a0831b95390a0e317062f229b9ae595decece3bf298b34c,2407353215162572153d382a96fe59951e6f97a5de8c9d8074e7d140e18680e3,b993d77c78c94424,1,bicycle,complete,
open-images-test-0a2851919500e261,open_images:test:0a2851919500e261,open_images,0a2851919500e261,,,,duplicate-0a355aece8cb4cfb005e,positive,train,images/train/open-images-test-0a2851919500e261.jpg,labels/train/open-images-test-0a2851919500e261.txt,public_v2,46eba57e77d47ee9b4e17a4c28ca7ca15f01d7bd43eca44787cb0a6e18b5132d,5d1b8a94a13b60ad9a1ec0f1ff7bfb8cd25d79ac862480f03e0a382a727a4f2f,939c7a13e46e9631,2,car;truck,source_verified,
open-images-test-0a55dab7aaba3f11,open_images:test:0a55dab7aaba3f11,open_images,0a55dab7aaba3f11,,,,duplicate-efadcffa927462f2a752,positive,train,images/train/open-images-test-0a55dab7aaba3f11.jpg,labels/train/open-images-test-0a55dab7aaba3f11.txt,public_v2,dc340d85aa3e91ca0be3745471c94d02d6039a36458a3b2dbf50e724fa9a7014,a2b47f8dbd8c2f665f0e818afff2e38b93e351ce7a30a379fb3f9eb411804e2f,ea93c4155bf9e803,6,person,source_verified,
open-images-test-0a8da32e8ee3c54f,open_images:test:0a8da32e8ee3c54f,open_images,0a8da32e8ee3c54f,,,,duplicate-082a6d05c57c102b3ffa,positive,val,images/val/open-images-test-0a8da32e8ee3c54f.jpg,labels/val/open-images-test-0a8da32e8ee3c54f.txt,public_v2,0806ea6db718f1f4757c144e24f23ee55119fb9af9d83937a77e5df01e1dca3d,b8c4b648c8c47ba4f1a975e4bde7d3dd72f820f11b775f2d13b265179f918260,eb1e9e1ac0bed828,3,motorcycle,complete,
open-images-test-0b743e7c3b4194cb,open_images:test:0b743e7c3b4194cb,open_images,0b743e7c3b4194cb,,,,duplicate-452824b3742a3b9cab05,positive,train,images/train/open-images-test-0b743e7c3b4194cb.jpg,labels/train/open-images-test-0b743e7c3b4194cb.txt,public_v2,f5038bfefe1aac3016f70a84d8797ec77e200dea6d7bc408425cf4e107c4cce2,92e18f741f74a0e38a545cfc3c136d56c0f1161c236dc1d7ff3635da94dc8a96,befcc0c44e460737,1,person,source_verified,
open-images-test-0ba2b4ac3de10c3e,open_images:test:0ba2b4ac3de10c3e,open_images,0ba2b4ac3de10c3e,,,,duplicate-c959871f1b9c296086c2,positive,train,images/train/open-images-test-0ba2b4ac3de10c3e.jpg,labels/train/open-images-test-0ba2b4ac3de10c3e.txt,public_v2,238eca7a651b73155c754f13d23cdb899f8300b5d8ff1b1340bcff89395b6667,b667f1361d98e1ba583876221734c510e67d75c502e21bbd722e93b4a470e0f6,c2b96f390c071e6e,6,car;person,source_verified,
open-images-test-0be31040b2e8c187,open_images:test:0be31040b2e8c187,open_images,0be31040b2e8c187,,,,duplicate-cf91d0a4ed14cb000b6e,positive,val,images/val/open-images-test-0be31040b2e8c187.jpg,labels/val/open-images-test-0be31040b2e8c187.txt,public_v2,ab0061db2c01f1aca98bd125f2833b43759d7f5fbcbd3795203e251877d880dd,22400b9a72fae4e4100cacbff80a3865b98f710cec275e104fdbca3742553c4b,d48beb14063dcaf2,1,person,source_verified,
open-images-test-0bf08316ef70dfc5,open_images:test:0bf08316ef70dfc5,open_images,0bf08316ef70dfc5,,,,duplicate-bd98a3377274fcd93d70,positive,train,images/train/open-images-test-0bf08316ef70dfc5.jpg,labels/train/open-images-test-0bf08316ef70dfc5.txt,public_v2,b07bab83efb1700d47de728d699dc0d319b60fc176aae456ca256b92f3bc58ca,70c7c50081e9ad5208a7fc93c2fbb069ad4b1e5b67a0c34d750d312a066a6014,b390ad5e92b0d6b4,2,car;truck,source_verified,
open-images-test-0c04767d5c29923c,open_images:test:0c04767d5c29923c,open_images,0c04767d5c29923c,,,,duplicate-558dfda304ba27ca047b,positive,train,images/train/open-images-test-0c04767d5c29923c.jpg,labels/train/open-images-test-0c04767d5c29923c.txt,public_v2,b1fcc24b24643e29e796355f7ae6ba086254ed1e3402d387b883b2b4e2a2db07,c1e282bfaf3be224717b225144008806c5fbbd31254df5076c38fb1a86ea1404,df1982c0b84ef31d,2,bicycle;person,complete,
open-images-test-0c0a53774d1ee206,open_images:test:0c0a53774d1ee206,open_images,0c0a53774d1ee206,,,,duplicate-72374913b61ddf199916,positive,train,images/train/open-images-test-0c0a53774d1ee206.jpg,labels/train/open-images-test-0c0a53774d1ee206.txt,public_v2,c97ed25c7ab5f683692e439930d61de1391b93eb4b66642fec97b2af13abc40e,32ab61db7e1a9170bf62b1dd26d317841c38710bce12e9650ea03351c1b9e7c3,bf9d94dac24ac063,1,car,source_verified,
open-images-test-0c850a44a67db31f,open_images:test:0c850a44a67db31f,open_images,0c850a44a67db31f,,,,duplicate-aa7a913dc3085e63378e,positive,train,images/train/open-images-test-0c850a44a67db31f.jpg,labels/train/open-images-test-0c850a44a67db31f.txt,public_v2,c7ce2ff51b2c213a53f7dd09bc4c4f940b04a67ad14e96f86b0cac864264477b,67a560398e679ca4e34a54789c5b7ae83ee5b83137d8a357bf566cd7492d8a6d,aeba214f5c88a736,6,person,source_verified,
open-images-test-0c89da9dff27950f,open_images:test:0c89da9dff27950f,open_images,0c89da9dff27950f,,,,duplicate-7552c43b1cf0e104d2a6,positive,train,images/train/open-images-test-0c89da9dff27950f.jpg,labels/train/open-images-test-0c89da9dff27950f.txt,public_v2,ccb6e90f96ebf2c5682c51341f7eb9d6ac60af5a43cc3b60d7a1832bb964408f,5cdce3146628543e910079fd6edf015533abbefbaf9e44ed2497deb54f18b92e,989d5a6672270df8,3,person,source_verified,
open-images-test-0c9df400e45a3789,open_images:test:0c9df400e45a3789,open_images,0c9df400e45a3789,,,,duplicate-358d37d09325d90f0092,positive,train,images/train/open-images-test-0c9df400e45a3789.jpg,labels/train/open-images-test-0c9df400e45a3789.txt,public_v2,db93ec99dc08cecee25eaaa9de1b8afde0b81dc6257ee44d68efccb160c314c2,a2abc898175ae1f831432ab9fa4642acbcd6888adfce888c25796176d1971c9a,a0d2f14ad43b2abd,7,car;truck,source_verified,
open-images-test-0d858ac3856244ee,open_images:test:0d858ac3856244ee,open_images,0d858ac3856244ee,,,,duplicate-3c2955f94a690ecc7451,positive,train,images/train/open-images-test-0d858ac3856244ee.jpg,labels/train/open-images-test-0d858ac3856244ee.txt,public_v2,7ecbaa495dd2f56a1a3493fa9fa5db8e81999766b937e45d0c4c219bad3791e5,8e1cdf1caff634d88a70217d9447fd809db0a7a1694f259a52662b97e237b4b3,bea96e10d54cfe04,1,person,source_verified,
open-images-test-0e4e2e96c941e5af,open_images:test:0e4e2e96c941e5af,open_images,0e4e2e96c941e5af,,,,duplicate-5728c1345fd6465aab75,positive,train,images/train/open-images-test-0e4e2e96c941e5af.jpg,labels/train/open-images-test-0e4e2e96c941e5af.txt,public_v2,20be903797954a1a931f4060f5daf95ace69a181228fac01a7fcd72e99a59cca,db206c51dbe9713b55e6b317f176d34ae60ab53b0c18295b92a3e422e2cef728,83fee9b6a28182b5,12,person,source_verified,
open-images-test-0f9966ced9ba1c91,open_images:test:0f9966ced9ba1c91,open_images,0f9966ced9ba1c91,,,,duplicate-c6cc130677e3c0cd296d,positive,train,images/train/open-images-test-0f9966ced9ba1c91.jpg,labels/train/open-images-test-0f9966ced9ba1c91.txt,public_v2,79ba7ec42050f5b561ff8197132dea5e391e31a6bde458c89f38f1b7d635202e,d3761ca88e4dde7c7bde1658106b05f4b4ba347c0fa8be074dc26fbbf7e7397d,87b1f0ce5f382661,3,bus,source_verified,
open-images-test-0fc388dcebd4f56c,open_images:test:0fc388dcebd4f56c,open_images,0fc388dcebd4f56c,,,,duplicate-f5f3844a3ff40bd05a6e,positive,train,images/train/open-images-test-0fc388dcebd4f56c.jpg,labels/train/open-images-test-0fc388dcebd4f56c.txt,public_v2,1171734c5b7ab6255b5214ca6476eeffb2333be90fec9e5482cf0cde22b6ba4e,3fc348a3b9406c389758a7c74d3d476548448ccc2abe0b8be974489df70b82a4,b034f6d7254a4b4b,2,bus;car,source_verified,
open-images-test-1038d35f30f4a04b,open_images:test:1038d35f30f4a04b,open_images,1038d35f30f4a04b,,,,duplicate-867d1ce6755269dfc0bf,positive,train,images/train/open-images-test-1038d35f30f4a04b.jpg,labels/train/open-images-test-1038d35f30f4a04b.txt,public_v2,f0587c3e26222ed1cc76033ddacd2c7c9709cf40965086e1c1d729d0c1a14c6a,a364dc49d007e4a3d0c6f484cbb2bf7337b29aba2ea6b7e9f88673c401740bb6,f19dd6e6990a2178,2,person,source_verified,
open-images-test-104d071056b77660,open_images:test:104d071056b77660,open_images,104d071056b77660,,,,duplicate-4c0fb984511cda1f37a3,positive,val,images/val/open-images-test-104d071056b77660.jpg,labels/val/open-images-test-104d071056b77660.txt,public_v2,9ce240651764bc9a1101b3f5934d474a960ab2aa34ddc8781c9a20b6bda6fa35,769226a2a3359e0a173e740278379037ce2fb7ce07922e44ba1a133e919331f5,cd3d94376a84f8c4,1,person,source_verified,
open-images-test-10644f516604217c,open_images:test:10644f516604217c,open_images,10644f516604217c,,,,duplicate-b6615387ea43f536e7e2,positive,train,images/train/open-images-test-10644f516604217c.jpg,labels/train/open-images-test-10644f516604217c.txt,public_v2,bbfcf02da7c2aef4a65b569bd1baea7796ef9e6d043bc02ed74f2e7404fb3537,6665cfeb5137db933af78823538c884235b3b52970f1e7d176e8a90c687b0867,a74c93374812cfe3,3,motorcycle,source_verified,
open-images-test-106a0cebeca62a0c,open_images:test:106a0cebeca62a0c,open_images,106a0cebeca62a0c,,,,duplicate-800d5dec0e156f8423d2,positive,train,images/train/open-images-test-106a0cebeca62a0c.jpg,labels/train/open-images-test-106a0cebeca62a0c.txt,public_v2,7e93f8c85ae96e4d88dfd1e425fd9aefef97b2390477403c6b5cb40a6c0126df,7be13c275704ce8979ea77a24c6f8d2e918181beb713f26e05a55d2162567840,ea8395bc72032eea,1,car,source_verified,
open-images-test-10dcc32df491a0cc,open_images:test:10dcc32df491a0cc,open_images,10dcc32df491a0cc,,,,duplicate-4e3126d24ef3c5e2c36c,positive,train,images/train/open-images-test-10dcc32df491a0cc.jpg,labels/train/open-images-test-10dcc32df491a0cc.txt,public_v2,81d090be5dc36351a4a1b62cc0771ae7ec567b5d80a8c0ea5423fbf62d6ef7a1,01019b299e613dc8920cc8baf7ff0a3dbe548bbb37a4377ab2e0f3aff82d0fb2,c9e9f08f8206b6ec,2,bus;person,complete,
open-images-test-114f4fd8262270bf,open_images:test:114f4fd8262270bf,open_images,114f4fd8262270bf,,,,duplicate-74d933de500b8c7d5f21,negative,train,images/train/open-images-test-114f4fd8262270bf.jpg,,public_v2,9fb8bb799f32dbfaee4dff76513f6535c9ce2c3dc946a8d680b0ba00f28ad55c,8115882189bf19fc5c610f0ecb96929c3f05c80d2cd3e4e5f7896faa203538b2,a70ba717a128db6c,0,,accepted_negative,
open-images-test-1235b2941dc591e4,open_images:test:1235b2941dc591e4,open_images,1235b2941dc591e4,,,,duplicate-cc9f28cc645484a6828c,positive,train,images/train/open-images-test-1235b2941dc591e4.jpg,labels/train/open-images-test-1235b2941dc591e4.txt,public_v2,509ce6efcef19ef584ec26f0c67ccfc982853d3f9b10f0c1dc9fc93d9feef3d9,bb2346e34e5b43ed60596d6529ad99b8857898e81be52046b48d62514aef3631,b7916a2685787647,1,car,source_verified,
open-images-test-1249d82ab699b8dc,open_images:test:1249d82ab699b8dc,open_images,1249d82ab699b8dc,,,,duplicate-ed67c8e34914a73530cf,positive,train,images/train/open-images-test-1249d82ab699b8dc.jpg,labels/train/open-images-test-1249d82ab699b8dc.txt,public_v2,a674892b306038206618a2ba78be73b7d38933b805f74f6787c9603bfde5bd78,e904867e5623f6b54d6fe0a7d7285c01526757a73c33296670462c8ff15e5643,ac0cac9f1b989dd2,8,person,source_verified,
open-images-test-12f71fdd4070a01d,open_images:test:12f71fdd4070a01d,open_images,12f71fdd4070a01d,,,,duplicate-c091a620f774ce3a03cb,positive,train,images/train/open-images-test-12f71fdd4070a01d.jpg,labels/train/open-images-test-12f71fdd4070a01d.txt,public_v2,ae4340bd19459cf90569a6745baa8ddf4213f7ed6db525fe4adbd1985e4ba5fe,a065dd66976e4bf766efeb835ae5da1b9bac7f3f7df0a93323ab70bb8f1434a9,e2c242cbb95e9b0b,1,car,source_verified,
open-images-test-13127308dc561f10,open_images:test:13127308dc561f10,open_images,13127308dc561f10,,,,duplicate-25e4d422bb6a9d0c9375,positive,train,images/train/open-images-test-13127308dc561f10.jpg,labels/train/open-images-test-13127308dc561f10.txt,public_v2,23ddcd3eedcbfdbcb18b3f176b4405ab20a9f8373f2a1c599a54d0495094433b,cc4124e351d3655b9a3d44c8cf14bc5bbd9fc75d97d5ca0cab09308c6e32ece9,bdcaca2d7aa48562,6,person,source_verified,
