image_id,source_identity,source_dataset,source_id,site_id,camera_id,timestamp,group_id,polarity,split,image_path,label_path,cohort,source_sha256,decoded_sha256,compiled_sha256,phash,annotation_count,classes_present,review_status,task_id,parent_image_id,parent_source_sha256,view_kind,crop_x,crop_y,crop_width,crop_height,license_url,attribution
open-images-test-03e288996840786f,open_images:test:03e288996840786f,open_images,03e288996840786f,,,,duplicate-89c9db5e3d1aed0edf68,positive,train,images/train/open-images-test-03e288996840786f.jpg,labels/train/open-images-test-03e288996840786f.txt,public_v2,db55b144d1bb7f89f4ac915d536cd9e9b72ba0b6bd989848a7ba8145278df9a2,d0c416adc6d8797fd7f84aa4f704f8ba6943b86123dac509d0a0ef176e06ad79,db55b144d1bb7f89f4ac915d536cd9e9b72ba0b6bd989848a7ba8145278df9a2,ec3791481d8767b2,1,car,source_verified,,,db55b144d1bb7f89f4ac915d536cd9e9b72ba0b6bd989848a7ba8145278df9a2,full,,,,,,
open-images-test-03f59a39b2fac8bb,open_images:test:03f59a39b2fac8bb,open_images,03f59a39b2fac8bb,,,,duplicate-3d9d2d429edee2bb3f27,positive,train,images/train/open-images-test-03f59a39b2fac8bb.jpg,labels/train/open-images-test-03f59a39b2fac8bb.txt,public_v2,2c3be1c18945defb6195fe4a1122471271407cad53b629af81a678af1fba0b6d,ee1a2762dee302eff0ced9e23a1dae7c7de37b58336e8b4c97f6858c58af2911,2c3be1c18945defb6195fe4a1122471271407cad53b629af81a678af1fba0b6d,d825f703b1538c5b,1,person,source_verified,,,2c3be1c18945defb6195fe4a1122471271407cad53b629af81a678af1fba0b6d,full,,,,,,
open-images-test-040d22e91306e905,open_images:test:040d22e91306e905,open_images,040d22e91306e905,,,,duplicate-24704ddb50b30c4d38f6,positive,train,images/train/open-images-test-040d22e91306e905.jpg,labels/train/open-images-test-040d22e91306e905.txt,public_v2,a8c4cdc0f42b1857d34bd93b3f60fa1d4677b34f75132ab315cc740fbd5f993d,864c9bef92e6140dd17a4cb4ed5320fa85508bf4401cabc9d27489e018e3a24e,a8c4cdc0f42b1857d34bd93b3f60fa1d4677b34f75132ab315cc740fbd5f993d,97963ab1e59aa0a9,1,car,source_verified,,,a8c4cdc0f42b1857d34bd93b3f60fa1d4677b34f75132ab315cc740fbd5f993d,full,,,,,,
open-images-test-046fb4c2c6886095,open_images:test:046fb4c2c6886095,open_images,046fb4c2c6886095,,,,duplicate-151920b35f4778487f68,positive,train,images/train/open-images-test-046fb4c2c6886095.jpg,labels/train/open-images-test-046fb4c2c6886095.txt,public_v2,daf03c15e9146f3562fe78d0f60733988591a4e540074359fa0e54eb35ce5186,18621cb645b3870bba8905df044f341ddbfbe0ae340d33242c6090f024e904d5,daf03c15e9146f3562fe78d0f60733988591a4e540074359fa0e54eb35ce5186,e91196e8d2e45d2e,1,person,source_verified,,,daf03c15e9146f3562fe78d0f60733988591a4e540074359fa0e54eb35ce5186,full,,,,,,
open-images-test-051df4cae715fc09,open_images:test:051df4cae715fc09,open_images,051df4cae715fc09,,,,duplicate-5d1f3d4f42e7fe9cb246,positive,train,images/train/open-images-test-051df4cae715fc09.jpg,labels/train/open-images-test-051df4cae715fc09.txt,public_v2,8ddb1919e7412d2b0b1fe5462761955dde2912aee5d10cdcb3ed03cc54c5df38,41766ff9286931f052d1b9d67a482042c38d71fba7f05e1c2da674bd1cca8cd8,8ddb1919e7412d2b0b1fe5462761955dde2912aee5d10cdcb3ed03cc54c5df38,fbe8807d2535c9a4,1,car,source_verified,,,8ddb1919e7412d2b0b1fe5462761955dde2912aee5d10cdcb3ed03cc54c5df38,full,,,,,,
open-images-test-054566c63a073074,open_images:test:054566c63a073074,open_images,054566c63a073074,,,,duplicate-d151dafb8ebce12c605e,positive,train,images/train/open-images-test-054566c63a073074.jpg,labels/train/open-images-test-054566c63a073074.txt,public_v2,9bd5cb8c9aa4e9c07de91685d3a4495fd284f06141056056ecfe979d1ed59021,c9ab310e0daff1c13d1fd84b17be0f61974a8a32e9073a89b31a5e1fce04bb0d,9bd5cb8c9aa4e9c07de91685d3a4495fd284f06141056056ecfe979d1ed59021,8919b6467c2bc3b6,3,bus;car;person,source_verified,,,9bd5cb8c9aa4e9c07de91685d3a4495fd284f06141056056ecfe979d1ed59021,full,,,,,,
open-images-test-0564ccd458714fb5,open_images:test:0564ccd458714fb5,open_images,0564ccd458714fb5,,,,duplicate-f28c7f71572cfbbfa766,positive,train,images/train/open-images-test-0564ccd458714fb5.jpg,labels/train/open-images-test-0564ccd458714fb5.txt,public_v2,fc589864a541aa7681be0f22859d0393d90bd751d5599e72421205936ca3a9e9,900413d62dcc53bc7b91ba0ce89ad0e18a9c72fd609280f9bf4800f5fa0c4d60,fc589864a541aa7681be0f22859d0393d90bd751d5599e72421205936ca3a9e9,ce7dffaa8184c106,1,car,source_verified,,,fc589864a541aa7681be0f22859d0393d90bd751d5599e72421205936ca3a9e9,full,,,,,,
open-images-test-0584d798831cb140,open_images:test:0584d798831cb140,open_images,0584d798831cb140,,,,duplicate-6841bf2a64554d906343,positive,train,images/train/open-images-test-0584d798831cb140.jpg,labels/train/open-images-test-0584d798831cb140.txt,public_v2,8bb1cb29d473d3f4651a2687fd31c9e2d9cf368614cd3fa1c8f31dee82bcfb42,c48746bd1726b19101609405f2dd098c217b5d62fbe566c9a7f8f0cd9933a9cf,8bb1cb29d473d3f4651a2687fd31c9e2d9cf368614cd3fa1c8f31dee82bcfb42,ebe3951c1ed0612b,2,car;truck,source_verified,,,8bb1cb29d473d3f4651a2687fd31c9e2d9cf368614cd3fa1c8f31dee82bcfb42,full,,,,,,
open-images-test-063568b8ff6f8caa,open_images:test:063568b8ff6f8caa,open_images,063568b8ff6f8caa,,,,duplicate-9066d61b25067fcdf30e,positive,train,images/train/open-images-test-063568b8ff6f8caa.jpg,labels/train/open-images-test-063568b8ff6f8caa.txt,public_v2,20bf482e616fe4d87cb7004234f94492c8ed2ea84d60929fcba3cf5f2b77ffaf,fa8b63d8ddb8a0ed765bbd073050ebedb9bbfdacf0880443d5fa91df7dfc9fa4,20bf482e616fe4d87cb7004234f94492c8ed2ea84d60929fcba3cf5f2b77ffaf,cbab2626ca3334d9,1,car,source_verified,,,20bf482e616fe4d87cb7004234f94492c8ed2ea84d60929fcba3cf5f2b77ffaf,full,,,,,,
open-images-test-064832320a7ff7e5,open_images:test:064832320a7ff7e5,open_images,064832320a7ff7e5,,,,duplicate-39d80ef202558e114089,positive,train,images/train/open-images-test-064832320a7ff7e5.jpg,labels/train/open-images-test-064832320a7ff7e5.txt,public_v2,7d69f74ace4a32723011888c193ce3fe7c7c99efc94cb14dac6a793ea7c5c179,9cabef3c130ec695e5243ce2f88c46a11c208a016a2e9465c1e80afdd3502a23,7d69f74ace4a32723011888c193ce3fe7c7c99efc94cb14dac6a793ea7c5c179,c188e06b9c73d739,1,truck,complete,,,7d69f74ace4a32723011888c193ce3fe7c7c99efc94cb14dac6a793ea7c5c179,full,,,,,,
open-images-test-06a7e15f0bde2a2e,open_images:test:06a7e15f0bde2a2e,open_images,06a7e15f0bde2a2e,,,,duplicate-ba4ddb176045e93eaaa6,positive,train,images/train/open-images-test-06a7e15f0bde2a2e.jpg,labels/train/open-images-test-06a7e15f0bde2a2e.txt,public_v2,fd51d3533b692d03d129563a206448d52c033d87363befc87692a7e0f7a81472,908e1966626c5046233b1fb104d6b796d8a8dbd0f0ca9fac7b6a1f8d58d7c072,fd51d3533b692d03d129563a206448d52c033d87363befc87692a7e0f7a81472,f3330ccd5324a373,2,person,source_verified,,,fd51d3533b692d03d129563a206448d52c033d87363befc87692a7e0f7a81472,full,,,,,,
open-images-test-0773e6e53ed0c9a2,open_images:test:0773e6e53ed0c9a2,open_images,0773e6e53ed0c9a2,,,,duplicate-05fdb6afe313afbd22d5,positive,train,images/train/open-images-test-0773e6e53ed0c9a2.jpg,labels/train/open-images-test-0773e6e53ed0c9a2.txt,public_v2,dd4d9ca590987f9fd93c34535bc69e3a30e2c25d4d7d195b36d5b5a6a9da3459,14c04fb7b62281814aa0502251d867b92dbec307dd689a8a60fbccd93dec83de,dd4d9ca590987f9fd93c34535bc69e3a30e2c25d4d7d195b36d5b5a6a9da3459,cc44ecedd95b1c09,1,car,source_verified,,,dd4d9ca590987f9fd93c34535bc69e3a30e2c25d4d7d195b36d5b5a6a9da3459,full,,,,,,
open-images-test-0815c84abc90de72,open_images:test:0815c84abc90de72,open_images,0815c84abc90de72,,,,duplicate-f3a2ec27412e156d97e7,positive,train,images/train/open-images-test-0815c84abc90de72.jpg,labels/train/open-images-test-0815c84abc90de72.txt,public_v2,9a296eb56e5fcfeedcbff32e467819fbbe259f536ec0dee2da74a8346db20e67,2c9f6e26bdd939e9f09b5d6113f9b694319145238171b48c1d693d97a887ba03,9a296eb56e5fcfeedcbff32e467819fbbe259f536ec0dee2da74a8346db20e67,dfc7a29080515f4f,9,person,source_verified,,,9a296eb56e5fcfeedcbff32e467819fbbe259f536ec0dee2da74a8346db20e67,full,,,,,,
open-images-test-08360cb5ad873a7d,open_images:test:08360cb5ad873a7d,open_images,08360cb5ad873a7d,,,,duplicate-07472924eaf3be53163c,positive,train,images/train/open-images-test-08360cb5ad873a7d.jpg,labels/train/open-images-test-08360cb5ad873a7d.txt,public_v2,de2caf924e0fc481e0dc38eb1e9e5e6e92178a540f6aa82209480b90bbc55c9e,511d7872444f9e7f7499a879c3b3f743a84c1407ff4b7e4dab9691188964741d,de2caf924e0fc481e0dc38eb1e9e5e6e92178a540f6aa82209480b90bbc55c9e,c36b8e7e3434c383,2,bicycle;person,source_verified,,,de2caf924e0fc481e0dc38eb1e9e5e6e92178a540f6aa82209480b90bbc55c9e,full,,,,,,
open-images-test-087c44da858b47da,open_images:test:087c44da858b47da,open_images,087c44da858b47da,,,,duplicate-480e5595fad969f8bb39,positive,train,images/train/open-images-test-087c44da858b47da.jpg,labels/train/open-images-test-087c44da858b47da.txt,public_v2,d9a0c65b9e499efccc573ab56d3b7e9c2d6ab42175295b7f62e50ca0cd3c1ffc,f45b94943d6f0bcabb1a20d652d7e03645348a558e109d0c8f58dc3ed03c9ba5,d9a0c65b9e499efccc573ab56d3b7e9c2d6ab42175295b7f62e50ca0cd3c1ffc,88ed779242b5ad46,4,car;person;truck,source_verified,,,d9a0c65b9e499efccc573ab56d3b7e9c2d6ab42175295b7f62e50ca0cd3c1ffc,full,,,,,,
open-images-test-0a006f8f53abe6f3,open_images:test:0a006f8f53abe6f3,open_images,0a006f8f53abe6f3,,,,duplicate-799aa9aecb02e40d97f0,positive,val,images/val/open-images-test-0a006f8f53abe6f3.jpg,labels/val/open-images-test-0a006f8f53abe6f3.txt,public_v2,047203043a38bc088a0831b95390a0e317062f229b9ae595decece3bf298b34c,7a191392347e13f8b80112bd6f26d7c32c388b53023b039dc69c51cd038db27d,047203043a38bc088a0831b95390a0e317062f229b9ae595decece3bf298b34c,b993d77c78c94424,1,bicycle,complete,,,047203043a38bc088a0831b95390a0e317062f229b9ae595decece3bf298b34c,full,,,,,,
open-images-test-0a2851919500e261,open_images:test:0a2851919500e261,open_images,0a2851919500e261,,,,duplicate-0a355aece8cb4cfb005e,positive,train,images/train/open-images-test-0a2851919500e261.jpg,labels/train/open-images-test-0a2851919500e261.txt,public_v2,46eba57e77d47ee9b4e17a4c28ca7ca15f01d7bd43eca44787cb0a6e18b5132d,7057ed00087acc20c9b53eaf07cc6cc6d73e00c1889fd48e1b84deaa1bcb28ac,46eba57e77d47ee9b4e17a4c28ca7ca15f01d7bd43eca44787cb0a6e18b5132d,939c7a13e46e9631,2,car;truck,source_verified,,,46eba57e77d47ee9b4e17a4c28ca7ca15f01d7bd43eca44787cb0a6e18b5132d,full,,,,,,
open-images-test-0a55dab7aaba3f11,open_images:test:0a55dab7aaba3f11,open_images,0a55dab7aaba3f11,,,,duplicate-efadcffa927462f2a752,positive,train,images/train/open-images-test-0a55dab7aaba3f11.jpg,labels/train/open-images-test-0a55dab7aaba3f11.txt,public_v2,dc340d85aa3e91ca0be3745471c94d02d6039a36458a3b2dbf50e724fa9a7014,d7e2143de549571c4c772adda2ea4d0a5c6fc851c58bbc7d7fa64ae2ba47b8f1,dc340d85aa3e91ca0be3745471c94d02d6039a36458a3b2dbf50e724fa9a7014,ea93c4155bf9e803,6,person,source_verified,,,dc340d85aa3e91ca0be3745471c94d02d6039a36458a3b2dbf50e724fa9a7014,full,,,,,,
open-images-test-0a8da32e8ee3c54f,open_images:test:0a8da32e8ee3c54f,open_images,0a8da32e8ee3c54f,,,,duplicate-082a6d05c57c102b3ffa,positive,val,images/val/open-images-test-0a8da32e8ee3c54f.jpg,labels/val/open-images-test-0a8da32e8ee3c54f.txt,public_v2,0806ea6db718f1f4757c144e24f23ee55119fb9af9d83937a77e5df01e1dca3d,45fa579321933972004072d9e01884e426c6bc97b1e331c5df74285ff3e36379,0806ea6db718f1f4757c144e24f23ee55119fb9af9d83937a77e5df01e1dca3d,eb1e9e1ac0bed828,3,motorcycle,complete,,,0806ea6db718f1f4757c144e24f23ee55119fb9af9d83937a77e5df01e1dca3d,full,,,,,,
open-images-test-0b743e7c3b4194cb,open_images:test:0b743e7c3b4194cb,open_images,0b743e7c3b4194cb,,,,duplicate-452824b3742a3b9cab05,positive,train,images/train/open-images-test-0b743e7c3b4194cb.jpg,labels/train/open-images-test-0b743e7c3b4194cb.txt,public_v2,f5038bfefe1aac3016f70a84d8797ec77e200dea6d7bc408425cf4e107c4cce2,35f1460f83ac63eaa2d6ae46393d381c6a8b15da3155e94c0e88a0e64388ff60,f5038bfefe1aac3016f70a84d8797ec77e200dea6d7bc408425cf4e107c4cce2,befcc0c44e460737,1,person,source_verified,,,f5038bfefe1aac3016f70a84d8797ec77e200dea6d7bc408425cf4e107c4cce2,full,,,,,,
open-images-test-0ba2b4ac3de10c3e,open_images:test:0ba2b4ac3de10c3e,open_images,0ba2b4ac3de10c3e,,,,duplicate-c959871f1b9c296086c2,positive,train,images/train/open-images-test-0ba2b4ac3de10c3e.jpg,labels/train/open-images-test-0ba2b4ac3de10c3e.txt,public_v2,238eca7a651b73155c754f13d23cdb899f8300b5d8ff1b1340bcff89395b6667,9dbdb93d33d30b92d56acec0b6cbd6be17154487826e49bd9789f80ee4e77e27,238eca7a651b73155c754f13d23cdb899f8300b5d8ff1b1340bcff89395b6667,c2b96f390c071e6e,6,car;person,source_verified,,,238eca7a651b73155c754f13d23cdb899f8300b5d8ff1b1340bcff89395b6667,full,,,,,,
open-images-test-0be31040b2e8c187,open_images:test:0be31040b2e8c187,open_images,0be31040b2e8c187,,,,duplicate-cf91d0a4ed14cb000b6e,positive,val,images/val/open-images-test-0be31040b2e8c187.jpg,labels/val/open-images-test-0be31040b2e8c187.txt,public_v2,ab0061db2c01f1aca98bd125f2833b43759d7f5fbcbd3795203e251877d880dd,fdefe12230e391739f733f5d1c25836cb828d6979e72bf282c261c7dbd7238f8,ab0061db2c01f1aca98bd125f2833b43759d7f5fbcbd3795203e251877d880dd,d48beb14063dcaf2,1,person,source_verified,,,ab0061db2c01f1aca98bd125f2833b43759d7f5fbcbd3795203e251877d880dd,full,,,,,,
open-images-test-0bf08316ef70dfc5,open_images:test:0bf08316ef70dfc5,open_images,0bf08316ef70dfc5,,,,duplicate-bd98a3377274fcd93d70,positive,train,images/train/open-images-test-0bf08316ef70dfc5.jpg,labels/train/open-images-test-0bf08316ef70dfc5.txt,public_v2,b07bab83efb1700d47de728d699dc0d319b60fc176aae456ca256b92f3bc58ca,96546db7192ed71e65a0d040edb06e3ff3542e98b4812bd29509a72be40c886c,b07bab83efb1700d47de728d699dc0d319b60fc176aae456ca256b92f3bc58ca,b390ad5e92b0d6b4,2,car;truck,source_verified,,,b07bab83efb1700d47de728d699dc0d319b60fc176aae456ca256b92f3bc58ca,full,,,,,,
open-images-test-0c04767d5c29923c,open_images:test:0c04767d5c29923c,open_images,0c04767d5c29923c,,,,duplicate-558dfda304ba27ca047b,positive,train,images/train/open-images-test-0c04767d5c29923c.jpg,labels/train/open-images-test-0c04767d5c29923c.txt,public_v2,b1fcc24b24643e29e796355f7ae6ba086254ed1e3402d387b883b2b4e2a2db07,ed6554f08ee372e59cca36e762782910662f6cab6becbc062beb74dff3b92f6b,b1fcc24b24643e29e796355f7ae6ba086254ed1e3402d387b883b2b4e2a2db07,df1982c0b84ef31d,2,bicycle;person,complete,,,b1fcc24b24643e29e796355f7ae6ba086254ed1e3402d387b883b2b4e2a2db07,full,,,,,,
open-images-test-0c0a53774d1ee206,open_images:test:0c0a53774d1ee206,open_images,0c0a53774d1ee206,,,,duplicate-72374913b61ddf199916,positive,train,images/train/open-images-test-0c0a53774d1ee206.jpg,labels/train/open-images-test-0c0a53774d1ee206.txt,public_v2,c97ed25c7ab5f683692e439930d61de1391b93eb4b66642fec97b2af13abc40e,526f4cc32556b492bec699ed1f719ad8ad98f4dc3c0aa885bd7bee40439ea087,c97ed25c7ab5f683692e439930d61de1391b93eb4b66642fec97b2af13abc40e,bf9d94dac24ac063,1,car,source_verified,,,c97ed25c7ab5f683692e439930d61de1391b93eb4b66642fec97b2af13abc40e,full,,,,,,
open-images-test-0c850a44a67db31f,open_images:test:0c850a44a67db31f,open_images,0c850a44a67db31f,,,,duplicate-aa7a913dc3085e63378e,positive,train,images/train/open-images-test-0c850a44a67db31f.jpg,labels/train/open-images-test-0c850a44a67db31f.txt,public_v2,c7ce2ff51b2c213a53f7dd09bc4c4f940b04a67ad14e96f86b0cac864264477b,5e6c5caf2b2631162d2610a8abd07a0f59832adecaab6c71c3c07390a9998944,c7ce2ff51b2c213a53f7dd09bc4c4f940b04a67ad14e96f86b0cac864264477b,aeba214f5c88a736,6,person,source_verified,,,c7ce2ff51b2c213a53f7dd09bc4c4f940b04a67ad14e96f86b0cac864264477b,full,,,,,,
