image_id,source_identity,source_dataset,source_id,site_id,camera_id,timestamp,group_id,polarity,split,image_path,label_path,cohort,source_sha256,decoded_sha256,compiled_sha256,phash,annotation_count,classes_present,review_status,task_id,parent_image_id,parent_source_sha256,view_kind,crop_x,crop_y,crop_width,crop_height,license_url,attribution,source_version,original_url,landing_url,author,sequence_id,event_id,primary_stratum,annotation_source,annotator,reviewer,embedding_model,original_file_name,source_image_path,source_label_path,partition_group_id,compiled_decoded_sha256
open-images-test-03092ceeef16cb24,open_images:test:03092ceeef16cb24,open_images,03092ceeef16cb24,,,,duplicate-252191376e97099da78c,positive,train,images/train/open-images-test-03092ceeef16cb24.jpg,labels/train/open-images-test-03092ceeef16cb24.txt,public_v2,e753f199ab58efc9dbf76087751ebe39f1f5ec84f412f474407d9d0d54976a53,6e9535f7dadc4ad952bc5d588eb9caac9e8dbde37ffb9fccdf004bb084b5decc,e753f199ab58efc9dbf76087751ebe39f1f5ec84f412f474407d9d0d54976a53,ff71d0bf71e00260,3,car;truck,source_verified,,,e753f199ab58efc9dbf76087751ebe39f1f5ec84f412f474407d9d0d54976a53,full,,,,,,,,,,,,,,,,,,,,,,6e9535f7dadc4ad952bc5d588eb9caac9e8dbde37ffb9fccdf004bb084b5decc
open-images-test-033377a3132d26e9,open_images:test:033377a3132d26e9,open_images,033377a3132d26e9,,,,duplicate-47734a770dfee03e7a70,positive,train,images/train/open-images-test-033377a3132d26e9.jpg,labels/train/open-images-test-033377a3132d26e9.txt,public_v2,d273fc2407d86000c5f09627fd51fb7ea1d02b0f0d09e24e05e0a1736cb7a224,e900e0059e3f56caa86a0cd97d17c261ea0891ad34b3bb44ec5b3758108ae66e,d273fc2407d86000c5f09627fd51fb7ea1d02b0f0d09e24e05e0a1736cb7a224,c50b299dda28bb3c,7,person,source_verified,,,d273fc2407d86000c5f09627fd51fb7ea1d02b0f0d09e24e05e0a1736cb7a224,full,,,,,,,,,,,,,,,,,,,,,,e900e0059e3f56caa86a0cd97d17c261ea0891ad34b3bb44ec5b3758108ae66e
open-images-test-03d80a6b7334ee7b,open_images:test:03d80a6b7334ee7b,open_images,03d80a6b7334ee7b,,,,duplicate-a89c4ab3068a4a4ab7a2,positive,train,images/train/open-images-test-03d80a6b7334ee7b.jpg,labels/train/open-images-test-03d80a6b7334ee7b.txt,public_v2,6c01b0853f060626dffcb87f88310ae3d4d5dd7e4ba1425e06e20737074bc1ef,de4b09bcf1241202492020587e206547b89a79a5352e6e5d40b6326c043d9d25,6c01b0853f060626dffcb87f88310ae3d4d5dd7e4ba1425e06e20737074bc1ef,ae16e519e5979823,1,motorcycle,complete,,,6c01b0853f060626dffcb87f88310ae3d4d5dd7e4ba1425e06e20737074bc1ef,full,,,,,,,,,,,,,,,,,,,,,,de4b09bcf1241202492020587e206547b89a79a5352e6e5d40b6326c043d9d25
open-images-test-03dc14885fc31cb2,open_images:test:03dc14885fc31cb2,open_images,03dc14885fc31cb2,,,,duplicate-ff482f6063a69d5f2da7,positive,train,images/train/open-images-test-03dc14885fc31cb2.jpg,labels/train/open-images-test-03dc14885fc31cb2.txt,public_v2,f6bd63dca477e7eb13abfa96542ab46ca71723d3001acdcbf6dbbd8cb7bab03c,1707fd9f272b1a9128a47a90341744c834b64770a6fe0fe9ce86f5346af23eb4,f6bd63dca477e7eb13abfa96542ab46ca71723d3001acdcbf6dbbd8cb7bab03c,a48356491939ffb2,1,bicycle,complete,,,f6bd63dca477e7eb13abfa96542ab46ca71723d3001acdcbf6dbbd8cb7bab03c,full,,,,,,,,,,,,,,,,,,,,,,1707fd9f272b1a9128a47a90341744c834b64770a6fe0fe9ce86f5346af23eb4
open-images-test-03e288996840786f,open_images:test:03e288996840786f,open_images,03e288996840786f,,,,duplicate-89c9db5e3d1aed0edf68,positive,train,images/train/open-images-test-03e288996840786f.jpg,labels/train/open-images-test-03e288996840786f.txt,public_v2,db55b144d1bb7f89f4ac915d536cd9e9b72ba0b6bd989848a7ba8145278df9a2,d0c416adc6d8797fd7f84aa4f704f8ba6943b86123dac509d0a0ef176e06ad79,db55b144d1bb7f89f4ac915d536cd9e9b72ba0b6bd989848a7ba8145278df9a2,ec3791481d8767b2,1,car,source_verified,,,db55b144d1bb7f89f4ac915d536cd9e9b72ba0b6bd989848a7ba8145278df9a2,full,,,,,,,,,,,,,,,,,,,,,,d0c416adc6d8797fd7f84aa4f704f8ba6943b86123dac509d0a0ef176e06ad79
open-images-test-03f59a39b2fac8bb,open_images:test:03f59a39b2fac8bb,open_images,03f59a39b2fac8bb,,,,duplicate-3d9d2d429edee2bb3f27,positive,train,images/train/open-images-test-03f59a39b2fac8bb.jpg,labels/train/open-images-test-03f59a39b2fac8bb.txt,public_v2,2c3be1c18945defb6195fe4a1122471271407cad53b629af81a678af1fba0b6d,ee1a2762dee302eff0ced9e23a1dae7c7de37b58336e8b4c97f6858c58af2911,2c3be1c18945defb6195fe4a1122471271407cad53b629af81a678af1fba0b6d,d825f703b1538c5b,1,person,source_verified,,,2c3be1c18945defb6195fe4a1122471271407cad53b629af81a678af1fba0b6d,full,,,,,,,,,,,,,,,,,,,,,,ee1a2762dee302eff0ced9e23a1dae7c7de37b58336e8b4c97f6858c58af2911
open-images-test-040d22e91306e905,open_images:test:040d22e91306e905,open_images,040d22e91306e905,,,,duplicate-24704ddb50b30c4d38f6,positive,train,images/train/open-images-test-040d22e91306e905.jpg,labels/train/open-images-test-040d22e91306e905.txt,public_v2,a8c4cdc0f42b1857d34bd93b3f60fa1d4677b34f75132ab315cc740fbd5f993d,864c9bef92e6140dd17a4cb4ed5320fa85508bf4401cabc9d27489e018e3a24e,a8c4cdc0f42b1857d34bd93b3f60fa1d4677b34f75132ab315cc740fbd5f993d,97963ab1e59aa0a9,1,car,source_verified,,,a8c4cdc0f42b1857d34bd93b3f60fa1d4677b34f75132ab315cc740fbd5f993d,full,,,,,,,,,,,,,,,,,,,,,,864c9bef92e6140dd17a4cb4ed5320fa85508bf4401cabc9d27489e018e3a24e
open-images-test-046fb4c2c6886095,open_images:test:046fb4c2c6886095,open_images,046fb4c2c6886095,,,,duplicate-151920b35f4778487f68,positive,train,images/train/open-images-test-046fb4c2c6886095.jpg,labels/train/open-images-test-046fb4c2c6886095.txt,public_v2,daf03c15e9146f3562fe78d0f60733988591a4e540074359fa0e54eb35ce5186,18621cb645b3870bba8905df044f341ddbfbe0ae340d33242c6090f024e904d5,daf03c15e9146f3562fe78d0f60733988591a4e540074359fa0e54eb35ce5186,e91196e8d2e45d2e,1,person,source_verified,,,daf03c15e9146f3562fe78d0f60733988591a4e540074359fa0e54eb35ce5186,full,,,,,,,,,,,,,,,,,,,,,,18621cb645b3870bba8905df044f341ddbfbe0ae340d33242c6090f024e904d5
open-images-test-051df4cae715fc09,open_images:test:051df4cae715fc09,open_images,051df4cae715fc09,,,,duplicate-5d1f3d4f42e7fe9cb246,positive,train,images/train/open-images-test-051df4cae715fc09.jpg,labels/train/open-images-test-051df4cae715fc09.txt,public_v2,8ddb1919e7412d2b0b1fe5462761955dde2912aee5d10cdcb3ed03cc54c5df38,41766ff9286931f052d1b9d67a482042c38d71fba7f05e1c2da674bd1cca8cd8,8ddb1919e7412d2b0b1fe5462761955dde2912aee5d10cdcb3ed03cc54c5df38,fbe8807d2535c9a4,1,car,source_verified,,,8ddb1919e7412d2b0b1fe5462761955dde2912aee5d10cdcb3ed03cc54c5df38,full,,,,,,,,,,,,,,,,,,,,,,41766ff9286931f052d1b9d67a482042c38d71fba7f05e1c2da674bd1cca8cd8
open-images-test-054566c63a073074,open_images:test:054566c63a073074,open_images,054566c63a073074,,,,duplicate-d151dafb8ebce12c605e,positive,train,images/train/open-images-test-054566c63a073074.jpg,labels/train/open-images-test-054566c63a073074.txt,public_v2,9bd5cb8c9aa4e9c07de91685d3a4495fd284f06141056056ecfe979d1ed59021,c9ab310e0daff1c13d1fd84b17be0f61974a8a32e9073a89b31a5e1fce04bb0d,9bd5cb8c9aa4e9c07de91685d3a4495fd284f06141056056ecfe979d1ed59021,8919b6467c2bc3b6,3,bus;car;person,source_verified,,,9bd5cb8c9aa4e9c07de91685d3a4495fd284f06141056056ecfe979d1ed59021,full,,,,,,,,,,,,,,,,,,,,,,c9ab310e0daff1c13d1fd84b17be0f61974a8a32e9073a89b31a5e1fce04bb0d
open-images-test-0564ccd458714fb5,open_images:test:0564ccd458714fb5,open_images,0564ccd458714fb5,,,,duplicate-f28c7f71572cfbbfa766,positive,train,images/train/open-images-test-0564ccd458714fb5.jpg,labels/train/open-images-test-0564ccd458714fb5.txt,public_v2,fc589864a541aa7681be0f22859d0393d90bd751d5599e72421205936ca3a9e9,900413d62dcc53bc7b91ba0ce89ad0e18a9c72fd609280f9bf4800f5fa0c4d60,fc589864a541aa7681be0f22859d0393d90bd751d5599e72421205936ca3a9e9,ce7dffaa8184c106,1,car,source_verified,,,fc589864a541aa7681be0f22859d0393d90bd751d5599e72421205936ca3a9e9,full,,,,,,,,,,,,,,,,,,,,,,900413d62dcc53bc7b91ba0ce89ad0e18a9c72fd609280f9bf4800f5fa0c4d60
open-images-test-0584d798831cb140,open_images:test:0584d798831cb140,open_images,0584d798831cb140,,,,duplicate-6841bf2a64554d906343,positive,train,images/train/open-images-test-0584d798831cb140.jpg,labels/train/open-images-test-0584d798831cb140.txt,public_v2,8bb1cb29d473d3f4651a2687fd31c9e2d9cf368614cd3fa1c8f31dee82bcfb42,c48746bd1726b19101609405f2dd098c217b5d62fbe566c9a7f8f0cd9933a9cf,8bb1cb29d473d3f4651a2687fd31c9e2d9cf368614cd3fa1c8f31dee82bcfb42,ebe3951c1ed0612b,2,car;truck,source_verified,,,8bb1cb29d473d3f4651a2687fd31c9e2d9cf368614cd3fa1c8f31dee82bcfb42,full,,,,,,,,,,,,,,,,,,,,,,c48746bd1726b19101609405f2dd098c217b5d62fbe566c9a7f8f0cd9933a9cf
open-images-test-063568b8ff6f8caa,open_images:test:063568b8ff6f8caa,open_images,063568b8ff6f8caa,,,,duplicate-9066d61b25067fcdf30e,positive,train,images/train/open-images-test-063568b8ff6f8caa.jpg,labels/train/open-images-test-063568b8ff6f8caa.txt,public_v2,20bf482e616fe4d87cb7004234f94492c8ed2ea84d60929fcba3cf5f2b77ffaf,fa8b63d8ddb8a0ed765bbd073050ebedb9bbfdacf0880443d5fa91df7dfc9fa4,20bf482e616fe4d87cb7004234f94492c8ed2ea84d60929fcba3cf5f2b77ffaf,cbab2626ca3334d9,1,car,source_verified,,,20bf482e616fe4d87cb7004234f94492c8ed2ea84d60929fcba3cf5f2b77ffaf,full,,,,,,,,,,,,,,,,,,,,,,fa8b63d8ddb8a0ed765bbd073050ebedb9bbfdacf0880443d5fa91df7dfc9fa4
open-images-test-064832320a7ff7e5,open_images:test:064832320a7ff7e5,open_images,064832320a7ff7e5,,,,duplicate-39d80ef202558e114089,positive,train,images/train/open-images-test-064832320a7ff7e5.jpg,labels/train/open-images-test-064832320a7ff7e5.txt,public_v2,7d69f74ace4a32723011888c193ce3fe7c7c99efc94cb14dac6a793ea7c5c179,9cabef3c130ec695e5243ce2f88c46a11c208a016a2e9465c1e80afdd3502a23,7d69f74ace4a32723011888c193ce3fe7c7c99efc94cb14dac6a793ea7c5c179,c188e06b9c73d739,1,truck,complete,,,7d69f74ace4a32723011888c193ce3fe7c7c99efc94cb14dac6a793ea7c5c179,full,,,,,,,,,,,,,,,,,,,,,,9cabef3c130ec695e5243ce2f88c46a11c208a016a2e9465c1e80afdd3502a23
open-images-test-06a7e15f0bde2a2e,open_images:test:06a7e15f0bde2a2e,open_images,06a7e15f0bde2a2e,,,,duplicate-ba4ddb176045e93eaaa6,positive,train,images/train/open-images-test-06a7e15f0bde2a2e.jpg,labels/train/open-images-test-06a7e15f0bde2a2e.txt,public_v2,fd51d3533b692d03d129563a206448d52c033d87363befc87692a7e0f7a81472,908e1966626c5046233b1fb104d6b796d8a8dbd0f0ca9fac7b6a1f8d58d7c072,fd51d3533b692d03d129563a206448d52c033d87363befc87692a7e0f7a81472,f3330ccd5324a373,2,person,source_verified,,,fd51d3533b692d03d129563a206448d52c033d87363befc87692a7e0f7a81472,full,,,,,,,,,,,,,,,,,,,,,,908e1966626c5046233b1fb104d6b796d8a8dbd0f0ca9fac7b6a1f8d58d7c072
open-images-test-0773e6e53ed0c9a2,open_images:test:0773e6e53ed0c9a2,open_images,0773e6e53ed0c9a2,,,,duplicate-05fdb6afe313afbd22d5,positive,train,images/train/open-images-test-0773e6e53ed0c9a2.jpg,labels/train/open-images-test-0773e6e53ed0c9a2.txt,public_v2,dd4d9ca590987f9fd93c34535bc69e3a30e2c25d4d7d195b36d5b5a6a9da3459,14c04fb7b62281814aa0502251d867b92dbec307dd689a8a60fbccd93dec83de,dd4d9ca590987f9fd93c34535bc69e3a30e2c25d4d7d195b36d5b5a6a9da3459,cc44ecedd95b1c09,1,car,source_verified,,,dd4d9ca590987f9fd93c34535bc69e3a30e2c25d4d7d195b36d5b5a6a9da3459,full,,,,,,,,,,,,,,,,,,,,,,14c04fb7b62281814aa0502251d867b92dbec307dd689a8a60fbccd93dec83de
open-images-test-0815c84abc90de72,open_images:test:0815c84abc90de72,open_images,0815c84abc90de72,,,,duplicate-f3a2ec27412e156d97e7,positive,train,images/train/open-images-test-0815c84abc90de72.jpg,labels/train/open-images-test-0815c84abc90de72.txt,public_v2,9a296eb56e5fcfeedcbff32e467819fbbe259f536ec0dee2da74a8346db20e67,2c9f6e26bdd939e9f09b5d6113f9b694319145238171b48c1d693d97a887ba03,9a296eb56e5fcfeedcbff32e467819fbbe259f536ec0dee2da74a8346db20e67,dfc7a29080515f4f,9,person,source_verified,,,9a296eb56e5fcfeedcbff32e467819fbbe259f536ec0dee2da74a8346db20e67,full,,,,,,,,,,,,,,,,,,,,,,2c9f6e26bdd939e9f09b5d6113f9b694319145238171b48c1d693d97a887ba03
open-images-test-08360cb5ad873a7d,open_images:test:08360cb5ad873a7d,open_images,08360cb5ad873a7d,,,,duplicate-07472924eaf3be53163c,positive,train,images/train/open-images-test-08360cb5ad873a7d.jpg,labels/train/open-images-test-08360cb5ad873a7d.txt,public_v2,de2caf924e0fc481e0dc38eb1e9e5e6e92178a540f6aa82209480b90bbc55c9e,511d7872444f9e7f7499a879c3b3f743a84c1407ff4b7e4dab9691188964741d,de2caf924e0fc481e0dc38eb1e9e5e6e92178a540f6aa82209480b90bbc55c9e,c36b8e7e3434c383,2,bicycle;person,source_verified,,,de2caf924e0fc481e0dc38eb1e9e5e6e92178a540f6aa82209480b90bbc55c9e,full,,,,,,,,,,,,,,,,,,,,,,511d7872444f9e7f7499a879c3b3f743a84c1407ff4b7e4dab9691188964741d
open-images-test-087c44da858b47da,open_images:test:087c44da858b47da,open_images,087c44da858b47da,,,,duplicate-480e5595fad969f8bb39,positive,train,images/train/open-images-test-087c44da858b47da.jpg,labels/train/open-images-test-087c44da858b47da.txt,public_v2,d9a0c65b9e499efccc573ab56d3b7e9c2d6ab42175295b7f62e50ca0cd3c1ffc,f45b94943d6f0bcabb1a20d652d7e03645348a558e109d0c8f58dc3ed03c9ba5,d9a0c65b9e499efccc573ab56d3b7e9c2d6ab42175295b7f62e50ca0cd3c1ffc,88ed779242b5ad46,4,car;person;truck,source_verified,,,d9a0c65b9e499efccc573ab56d3b7e9c2d6ab42175295b7f62e50ca0cd3c1ffc,full,,,,,,,,,,,,,,,,,,,,,,f45b94943d6f0bcabb1a20d652d7e03645348a558e109d0c8f58dc3ed03c9ba5
open-images-test-0a006f8f53abe6f3,open_images:test:0a006f8f53abe6f3,open_images,0a006f8f53abe6f3,,,,duplicate-799aa9aecb02e40d97f0,positive,val,images/val/open-images-test-0a006f8f53abe6f3.jpg,labels/val/open-images-test-0a006f8f53abe6f3.txt,public_v2,047203043a38bc088a0831b95390a0e317062f229b9ae595decece3bf298b34c,7a191392347e13f8b80112bd6f26d7c32c388b53023b039dc69c51cd038db27d,047203043a38bc088a0831b95390a0e317062f229b9ae595decece3bf298b34c,b993d77c78c94424,1,bicycle,complete,,,047203043a38bc088a0831b95390a0e317062f229b9ae595decece3bf298b34c,full,,,,,,,,,,,,,,,,,,,,,,7a191392347e13f8b80112bd6f26d7c32c388b53023b039dc69c51cd038db27d
open-images-test-0a2851919500e261,open_images:test:0a2851919500e261,open_images,0a2851919500e261,,,,duplicate-0a355aece8cb4cfb005e,positive,train,images/train/open-images-test-0a2851919500e261.jpg,labels/train/open-images-test-0a2851919500e261.txt,public_v2,46eba57e77d47ee9b4e17a4c28ca7ca15f01d7bd43eca44787cb0a6e18b5132d,7057ed00087acc20c9b53eaf07cc6cc6d73e00c1889fd48e1b84deaa1bcb28ac,46eba57e77d47ee9b4e17a4c28ca7ca15f01d7bd43eca44787cb0a6e18b5132d,939c7a13e46e9631,2,car;truck,source_verified,,,46eba57e77d47ee9b4e17a4c28ca7ca15f01d7bd43eca44787cb0a6e18b5132d,full,,,,,,,,,,,,,,,,,,,,,,7057ed00087acc20c9b53eaf07cc6cc6d73e00c1889fd48e1b84deaa1bcb28ac
open-images-test-0a55dab7aaba3f11,open_images:test:0a55dab7aaba3f11,open_images,0a55dab7aaba3f11,,,,duplicate-efadcffa927462f2a752,positive,train,images/train/open-images-test-0a55dab7aaba3f11.jpg,labels/train/open-images-test-0a55dab7aaba3f11.txt,public_v2,dc340d85aa3e91ca0be3745471c94d02d6039a36458a3b2dbf50e724fa9a7014,d7e2143de549571c4c772adda2ea4d0a5c6fc851c58bbc7d7fa64ae2ba47b8f1,dc340d85aa3e91ca0be3745471c94d02d6039a36458a3b2dbf50e724fa9a7014,ea93c4155bf9e803,6,person,source_verified,,,dc340d85aa3e91ca0be3745471c94d02d6039a36458a3b2dbf50e724fa9a7014,full,,,,,,,,,,,,,,,,,,,,,,d7e2143de549571c4c772adda2ea4d0a5c6fc851c58bbc7d7fa64ae2ba47b8f1
open-images-test-0a8da32e8ee3c54f,open_images:test:0a8da32e8ee3c54f,open_images,0a8da32e8ee3c54f,,,,duplicate-082a6d05c57c102b3ffa,positive,val,images/val/open-images-test-0a8da32e8ee3c54f.jpg,labels/val/open-images-test-0a8da32e8ee3c54f.txt,public_v2,0806ea6db718f1f4757c144e24f23ee55119fb9af9d83937a77e5df01e1dca3d,45fa579321933972004072d9e01884e426c6bc97b1e331c5df74285ff3e36379,0806ea6db718f1f4757c144e24f23ee55119fb9af9d83937a77e5df01e1dca3d,eb1e9e1ac0bed828,3,motorcycle,complete,,,0806ea6db718f1f4757c144e24f23ee55119fb9af9d83937a77e5df01e1dca3d,full,,,,,,,,,,,,,,,,,,,,,,45fa579321933972004072d9e01884e426c6bc97b1e331c5df74285ff3e36379
open-images-test-0b743e7c3b4194cb,open_images:test:0b743e7c3b4194cb,open_images,0b743e7c3b4194cb,,,,duplicate-452824b3742a3b9cab05,positive,train,images/train/open-images-test-0b743e7c3b4194cb.jpg,labels/train/open-images-test-0b743e7c3b4194cb.txt,public_v2,f5038bfefe1aac3016f70a84d8797ec77e200dea6d7bc408425cf4e107c4cce2,35f1460f83ac63eaa2d6ae46393d381c6a8b15da3155e94c0e88a0e64388ff60,f5038bfefe1aac3016f70a84d8797ec77e200dea6d7bc408425cf4e107c4cce2,befcc0c44e460737,1,person,source_verified,,,f5038bfefe1aac3016f70a84d8797ec77e200dea6d7bc408425cf4e107c4cce2,full,,,,,,,,,,,,,,,,,,,,,,35f1460f83ac63eaa2d6ae46393d381c6a8b15da3155e94c0e88a0e64388ff60
