image_id,source_identity,source_dataset,source_version,source_id,original_url,landing_url,author,license_url,attribution,site_id,camera_id,sequence_id,event_id,timestamp,group_id,polarity,primary_stratum,annotation_source,review_status,annotator,reviewer,source_sha256,decoded_sha256,compiled_sha256,phash,embedding_model,split,image_path,label_path,cohort,original_file_name,task_id
open-images-test-02c41bf9d19fbae4,open_images:test:02c41bf9d19fbae4,open_images,V7,02c41bf9d19fbae4,https://farm5.staticflickr.com/58/181512837_ba2f7289ac_o.jpg,https://www.flickr.com/photos/mikabildes/181512837,Miks Latvis,https://creativecommons.org/licenses/by/2.0/,Miks Latvis / Open Images V7,,,,,,duplicate-41bd3fec4773b25cd9fd,positive,rare_environment_positive,human_cvat,complete,Emanuele,Emanuele,a6795a6354efdba17c1d8ca315c9248a27f1b0a71498eebbbb60955edebd397b,f57e08e28fe535837d23cdab758c57dc0011cc4eb38ac64fb93af7374ba2d30e,75eaa12a08b1d5dc57045bee037cc8e7eb6b4f004fca600ce0767de42b32ec0d,ab11ed4b868d195e,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-02c41bf9d19fbae4.jpg,labels/train/open-images-test-02c41bf9d19fbae4.txt,public_v2,open-images-test-02c41bf9d19fbae4.jpg,
open-images-test-02fe6fa20e531d67,open_images:test:02fe6fa20e531d67,open_images,V7,02fe6fa20e531d67,https://farm8.staticflickr.com/586/21318578789_1c28ed6b01_o.jpg,https://www.flickr.com/photos/markdoliner/21318578789,Mark Doliner,https://creativecommons.org/licenses/by/2.0/,Mark Doliner / Open Images V7,,,,,,duplicate-833ee59057b89b5d956b,positive,common_positive,open_images_reviewed_source,source_verified,,,f4a73d8b41d08cb7d67ad62d1e5bae18e6da6b0f57632df846e73e69a4145e7d,b2fddfdf3943f8e5a18f09032b900b61e2ee2bd10f256ff77afcfa3d46509901,6393c7ac546fb467ee3d9fc1ca08ffb9f568a1e26528d452803cd05827a8c3d5,c57d1d3f260c3925,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-02fe6fa20e531d67.jpg,labels/train/open-images-test-02fe6fa20e531d67.txt,public_v2,open-images-test-02fe6fa20e531d67.jpg,
open-images-test-03092ceeef16cb24,open_images:test:03092ceeef16cb24,open_images,V7,03092ceeef16cb24,https://farm5.staticflickr.com/7439/12401400483_d6d15ffe0b_o.jpg,https://www.flickr.com/photos/61669007@N00/12401400483,takuki,https://creativecommons.org/licenses/by/2.0/,takuki / Open Images V7,,,,,,duplicate-252191376e97099da78c,positive,common_positive,open_images_reviewed_source,source_verified,,,bfb8891da20d6fd3bbf7a50987f1ef6ce9979ea3279c5b0a7548248a3aa22a7e,129ffa51aa0ef8d728ee11104226f611c9205db81b52df4b8749417c419f839e,e753f199ab58efc9dbf76087751ebe39f1f5ec84f412f474407d9d0d54976a53,ff71d0bf71e00260,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-03092ceeef16cb24.jpg,labels/train/open-images-test-03092ceeef16cb24.txt,public_v2,open-images-test-03092ceeef16cb24.jpg,
open-images-test-033377a3132d26e9,open_images:test:033377a3132d26e9,open_images,V7,033377a3132d26e9,https://c2.staticflickr.com/4/3063/2629250855_ffce0f6ba2_o.jpg,https://www.flickr.com/photos/becker271/2629250855,Becker1999,https://creativecommons.org/licenses/by/2.0/,Becker1999 / Open Images V7,,,,,,duplicate-47734a770dfee03e7a70,positive,difficult_positive,open_images_reviewed_source,source_verified,,,49b463620aa3a45c961a3d2da1c659b59a52d4b4f8df0839b8e035cb89319c83,e48417c3c59a14bdbd051a9a5b3d241182dd7316caa4cd5faf567f8a4ac6021e,d273fc2407d86000c5f09627fd51fb7ea1d02b0f0d09e24e05e0a1736cb7a224,c50b299dda28bb3c,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-033377a3132d26e9.jpg,labels/train/open-images-test-033377a3132d26e9.txt,public_v2,open-images-test-033377a3132d26e9.jpg,
open-images-test-03d80a6b7334ee7b,open_images:test:03d80a6b7334ee7b,open_images,V7,03d80a6b7334ee7b,https://c4.staticflickr.com/1/52/113142116_1e2f3e2d2d_o.jpg,https://www.flickr.com/photos/bootbearwdc/113142116,David,https://creativecommons.org/licenses/by/2.0/,David / Open Images V7,,,,,,duplicate-a89c4ab3068a4a4ab7a2,positive,rare_environment_positive,human_cvat,complete,Emanuele,Emanuele,77b2757cbdd703638aeb531cd91a21678d791a65853532dc9ec0eb650ccf095e,53604a659d1177e2e640aa20c315e473f3e086c903726636d4a85fb8619fae3d,6c01b0853f060626dffcb87f88310ae3d4d5dd7e4ba1425e06e20737074bc1ef,ae16e519e5979823,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-03d80a6b7334ee7b.jpg,labels/train/open-images-test-03d80a6b7334ee7b.txt,public_v2,open-images-test-03d80a6b7334ee7b.jpg,
open-images-test-03dc14885fc31cb2,open_images:test:03dc14885fc31cb2,open_images,V7,03dc14885fc31cb2,https://farm3.staticflickr.com/6209/6102395478_267f985fc8_o.jpg,https://www.flickr.com/photos/ivan-minguez/6102395478,Ivan Minguez,https://creativecommons.org/licenses/by/2.0/,Ivan Minguez / Open Images V7,,,,,,duplicate-ff482f6063a69d5f2da7,positive,rare_environment_positive,human_cvat,complete,Emanuele,Emanuele,a45fe12c0d2f5aaf9d299d97bbd59220d2c8b6c3b67aa540fc4f63c9971f2086,ae6ddebdb6a297fdd9172edabcdb19b88ff0cf501a9892c9564e24c0414ba74e,f6bd63dca477e7eb13abfa96542ab46ca71723d3001acdcbf6dbbd8cb7bab03c,a48356491939ffb2,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-03dc14885fc31cb2.jpg,labels/train/open-images-test-03dc14885fc31cb2.txt,public_v2,open-images-test-03dc14885fc31cb2.jpg,
open-images-test-03e288996840786f,open_images:test:03e288996840786f,open_images,V7,03e288996840786f,https://c8.staticflickr.com/9/8090/8451916133_605f8bc6fd_o.jpg,https://www.flickr.com/photos/janitors/8451916133,Kārlis Dambrāns,https://creativecommons.org/licenses/by/2.0/,Kārlis Dambrāns / Open Images V7,,,,,,duplicate-89c9db5e3d1aed0edf68,positive,common_positive,open_images_reviewed_source,source_verified,,,d7a4ff837007467061ca15f20bfc92dc2ac80dafab54ef8455a9c97be85ea0f4,faecdb7e2ffb0f876c538e5cfdad54a90654a324adf50803cf7050868cd55a09,db55b144d1bb7f89f4ac915d536cd9e9b72ba0b6bd989848a7ba8145278df9a2,ec3791481d8767b2,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-03e288996840786f.jpg,labels/train/open-images-test-03e288996840786f.txt,public_v2,open-images-test-03e288996840786f.jpg,
open-images-test-03f59a39b2fac8bb,open_images:test:03f59a39b2fac8bb,open_images,V7,03f59a39b2fac8bb,https://c4.staticflickr.com/9/8027/7542407498_ff433d3309_o.jpg,https://www.flickr.com/photos/idesignwebsites/7542407498,I Design Websites,https://creativecommons.org/licenses/by/2.0/,I Design Websites / Open Images V7,,,,,,duplicate-3d9d2d429edee2bb3f27,positive,common_positive,open_images_reviewed_source,source_verified,,,552585d30842d23a1483e0b361a4796f0fb4f8590dc0459b769c42b1ea0d8cbc,c577ac3a29a874d8c04a095fcd5e7df419ba392e3d2020aacea4bd05a7223bdb,2c3be1c18945defb6195fe4a1122471271407cad53b629af81a678af1fba0b6d,d825f703b1538c5b,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-03f59a39b2fac8bb.jpg,labels/train/open-images-test-03f59a39b2fac8bb.txt,public_v2,open-images-test-03f59a39b2fac8bb.jpg,
open-images-test-040d22e91306e905,open_images:test:040d22e91306e905,open_images,V7,040d22e91306e905,https://farm6.staticflickr.com/8318/8057066434_6d9d5dc054_o.jpg,https://www.flickr.com/photos/lucvanbraekel/8057066434,Luc Van Braekel,https://creativecommons.org/licenses/by/2.0/,Luc Van Braekel / Open Images V7,,,,,,duplicate-24704ddb50b30c4d38f6,positive,common_positive,open_images_reviewed_source,source_verified,,,4494c4133064859c915eb362e9b1d0fe76fa96d16c75769c64057d9f1543fab8,327d1ecdb51a56780ff28a0ae30a42d332caf4227e71b0459597c50a4e8500ec,a8c4cdc0f42b1857d34bd93b3f60fa1d4677b34f75132ab315cc740fbd5f993d,97963ab1e59aa0a9,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-040d22e91306e905.jpg,labels/train/open-images-test-040d22e91306e905.txt,public_v2,open-images-test-040d22e91306e905.jpg,
open-images-test-044a150b3427b632,open_images:test:044a150b3427b632,open_images,V7,044a150b3427b632,https://farm3.staticflickr.com/5573/15021759456_f862dd5cb8_o.jpg,https://www.flickr.com/photos/eavasi/15021759456,Eugenie Vasilyeff,https://creativecommons.org/licenses/by/2.0/,Eugenie Vasilyeff / Open Images V7,,,,,,duplicate-057fdc7df186ad535a12,positive,common_positive,open_images_reviewed_source,source_verified,,,53c4037464ce0077a9aa93a08630f597b56346a8e462b28b377d799f3358d4bd,c7e846c204bca1013842ee504c55f712a9abe071ea2394648214e2035bc6a2dd,3904fb0c08c9d092919c17dc270259adbee78efbfa62633874d6d397c620f769,d64a21f70ac435fa,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-044a150b3427b632.jpg,labels/train/open-images-test-044a150b3427b632.txt,public_v2,open-images-test-044a150b3427b632.jpg,
open-images-test-046fb4c2c6886095,open_images:test:046fb4c2c6886095,open_images,V7,046fb4c2c6886095,https://farm6.staticflickr.com/3912/15051387420_6e7dcd1e23_o.jpg,https://www.flickr.com/photos/widdlle/15051387420,My Photo Journeys,https://creativecommons.org/licenses/by/2.0/,My Photo Journeys / Open Images V7,,,,,,duplicate-151920b35f4778487f68,positive,common_positive,open_images_reviewed_source,source_verified,,,3d0e6a17c0fafb034878a6036650aa14ec43645ba32ee927d9c5b032ea98d743,12507017d723f9b035ef362bd20229f45dc04a333702d366731328866dac1ace,daf03c15e9146f3562fe78d0f60733988591a4e540074359fa0e54eb35ce5186,e91196e8d2e45d2e,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-046fb4c2c6886095.jpg,labels/train/open-images-test-046fb4c2c6886095.txt,public_v2,open-images-test-046fb4c2c6886095.jpg,
open-images-test-051df4cae715fc09,open_images:test:051df4cae715fc09,open_images,V7,051df4cae715fc09,https://c2.staticflickr.com/8/7343/8725921986_898d9a6cc4_o.jpg,https://www.flickr.com/photos/micsworld/8725921986,Mic,https://creativecommons.org/licenses/by/2.0/,Mic / Open Images V7,,,,,,duplicate-5d1f3d4f42e7fe9cb246,positive,common_positive,open_images_reviewed_source,source_verified,,,27e7d67aa8c4710fcd6e3a23d09a7896d9301b4f1294cc359069588b1ff9e059,baa2393d67f028ea9b61e7e772d5ce3cc86c3a5a24531f4d6ab074321f2f633f,8ddb1919e7412d2b0b1fe5462761955dde2912aee5d10cdcb3ed03cc54c5df38,fbe8807d2535c9a4,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-051df4cae715fc09.jpg,labels/train/open-images-test-051df4cae715fc09.txt,public_v2,open-images-test-051df4cae715fc09.jpg,
open-images-test-054566c63a073074,open_images:test:054566c63a073074,open_images,V7,054566c63a073074,https://farm5.staticflickr.com/2919/14334364683_19549e1210_o.jpg,https://www.flickr.com/photos/rhemkes/14334364683,Roel Hemkes,https://creativecommons.org/licenses/by/2.0/,Roel Hemkes / Open Images V7,,,,,,duplicate-d151dafb8ebce12c605e,positive,difficult_positive,open_images_reviewed_source,source_verified,,,30b17d975f9fb242372fd964c8ec3f36d2f0366fbcbecc3a1b98961f78f04e15,740fdfe502b1d1968620ca1ed0ac1e164c89a7201fa92f9d0e1668bc353836af,9bd5cb8c9aa4e9c07de91685d3a4495fd284f06141056056ecfe979d1ed59021,8919b6467c2bc3b6,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-054566c63a073074.jpg,labels/train/open-images-test-054566c63a073074.txt,public_v2,open-images-test-054566c63a073074.jpg,
open-images-test-0564ccd458714fb5,open_images:test:0564ccd458714fb5,open_images,V7,0564ccd458714fb5,https://farm6.staticflickr.com/33/93550822_51a0aef0ec_o.jpg,https://www.flickr.com/photos/boedker/93550822,Mads Bødker,https://creativecommons.org/licenses/by/2.0/,Mads Bødker / Open Images V7,,,,,,duplicate-f28c7f71572cfbbfa766,positive,common_positive,open_images_reviewed_source,source_verified,,,68646c067b45a3f7c199e1615ee55ef02ad622d952a367b4a54e408bc3a26319,e0e1fe9130975aadf418b9d93dc10fbe42ba48ccc8b6c2c1d6fc25c9c7c4475e,fc589864a541aa7681be0f22859d0393d90bd751d5599e72421205936ca3a9e9,ce7dffaa8184c106,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-0564ccd458714fb5.jpg,labels/train/open-images-test-0564ccd458714fb5.txt,public_v2,open-images-test-0564ccd458714fb5.jpg,
open-images-test-0584d798831cb140,open_images:test:0584d798831cb140,open_images,V7,0584d798831cb140,https://farm1.staticflickr.com/3136/2966643456_ca272b6f20_o.jpg,https://www.flickr.com/photos/burningimage/2966643456,Nam Nguyen,https://creativecommons.org/licenses/by/2.0/,Nam Nguyen / Open Images V7,,,,,,duplicate-6841bf2a64554d906343,positive,common_positive,open_images_reviewed_source,source_verified,,,b4963fdd59c0465c4b58a5473e8de4e84ac01dbea384d87a16c52211be4bee9a,f1eda4a9deadb93dd6e287fc3c8b45e5acd28ad9611fa76dc67ed9a05eaee92b,8bb1cb29d473d3f4651a2687fd31c9e2d9cf368614cd3fa1c8f31dee82bcfb42,ebe3951c1ed0612b,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-0584d798831cb140.jpg,labels/train/open-images-test-0584d798831cb140.txt,public_v2,open-images-test-0584d798831cb140.jpg,
open-images-test-062261a4ce80965e,open_images:test:062261a4ce80965e,open_images,V7,062261a4ce80965e,https://c7.staticflickr.com/4/3268/2859416380_d19cf0d22e_o.jpg,https://www.flickr.com/photos/neopixx/2859416380,Christopher Schmid,https://creativecommons.org/licenses/by/2.0/,Christopher Schmid / Open Images V7,,,,,,duplicate-88826c03a14491e82751,positive,common_positive,open_images_reviewed_source,source_verified,,,5cf14577923f8408753e1ae7023d5a8e01765f5473153bd7735971afc1bc3d05,59564c805ebbe7ae863f555e2fa323169a5394d7c70540da2249bbcc8d7bc97a,2a76919470e32a73786d9c9cc24ac1ceeb819ad32035e5d706519e2b50275655,b49b4ba5984ab569,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-062261a4ce80965e.jpg,labels/train/open-images-test-062261a4ce80965e.txt,public_v2,open-images-test-062261a4ce80965e.jpg,
open-images-test-063568b8ff6f8caa,open_images:test:063568b8ff6f8caa,open_images,V7,063568b8ff6f8caa,https://c3.staticflickr.com/9/8088/8556964693_8c581a6dce_o.jpg,https://www.flickr.com/photos/didbygraham/8556964693,Graham Richardson,https://creativecommons.org/licenses/by/2.0/,Graham Richardson / Open Images V7,,,,,,duplicate-9066d61b25067fcdf30e,positive,common_positive,open_images_reviewed_source,source_verified,,,e0c2a6f7d740056f9a45e3956d4e31a22bc6b73d35bee3a159975f1499a13e44,fe1e85ee4d4c42f2b36adb6202e96e3e1668136a1b1159ea772d2f2d46731669,20bf482e616fe4d87cb7004234f94492c8ed2ea84d60929fcba3cf5f2b77ffaf,cbab2626ca3334d9,sscd_disc_mixup.torchscript.pt@sha256:9f26bd4c848cc19b73d2ae92eea6e04886f61a7b764ceb7a13aeee62e6a6db56,train,images/train/open-images-test-063568b8ff6f8caa.jpg,labels/train/open-images-test-063568b8ff6f8caa.txt,public_v2,open-images-test-063568b8ff6f8caa.jpg,
